N° de factura,ID Cliente
568947,14696
C538696,13050
581431,
538666,
575340,15485
557428,17857
540768,17428
557524,12748
536612,17850
568674,12708
553471,18102
557057,16843
556883,13343
C545823,13884
545691,14161
572066,15159
565768,14040
556048,15609
549593,18008
574075,16365
566465,15764
537668,14821
C577154,15502
565380,14463
544482,16656
559112,17315
580175,14126
C569548,18053
543238,
578013,17360
569924,
561382,16750
C538102,14047
552561,17581
553911,18168
539082,13317
581130,18237
C568677,12619
567126,17238
563567,13004
567802,14299
537675,
568404,
553919,17416
574583,
570118,13276
C545885,15827
578030,15498
573339,13278
580902,13881
538678,
567970,18041
570790,13575
561685,14315
569209,16626
581127,16271
C555272,16496
576407,
539101,16029
C569663,17841
564895,15596
549297,18061
566270,16523
548312,16059
C572347,
546437,16807
541816,17799
566224,
567639,15290
547928,
551691,
561214,
568874,14524
545644,16333
566325,
550764,14527
537608,15024
574959,17886
C538105,16781
537387,13468
C575224,17511
563100,12381
556246,16113
568050,15901
554376,15719
566762,
C560608,16271
563691,13668
551211,13113
540683,
575067,12583
554534,16923
563021,18077
574253,15252
568654,14911
562571,13782
568325,14667
563834,14401
554683,
542739,17389
563255,14527
541684,15498
570675,13690
571446,14911
563956,14282
556783,13408
C567896,14527
554307,12989
C563483,14175
569687,13709
C549430,13846
543641,14555
544468,
569654,13854
580145,
C579776,13212
538154,
578661,18188
556311,
548547,17212
570671,16171
C556735,14527
551384,15223
565800,14911
C571196,
570466,16791
544349,16713
558707,12748
580544,15156
C561019,15187
555368,13437
550635,18173
570183,15208
543163,16353
571709,16463
563722,17720
574585,17133
543910,13475
569377,
C549908,13324
553856,16813
558562,16401
561526,
538664,14733
570724,12602
C576908,12670
581013,17017
580891,17481
545526,17789
C548915,12668
552284,18149
578508,16892
572883,
547369,
542156,
C542263,14849
564643,15356
556481,16115
C560436,17603
C540788,13576
538065,13982
547729,15529
C568348,17997
548735,15039
560364,16705
579401,14550
547069,16710
C550454,15615
537411,
549522,16873
551849,16258
545988,12662
538086,12872
557326,14194
C545824,15241
555863,17026
579873,
567425,13767
545696,15696
537601,17287
C557664,
576655,15687
544471,18094
560274,14895
579528,12787
540697,16670
574445,15722
559501,
C580714,12479
551431,
561249,
572214,16918
C560045,16779
579751,
574346,17930
568228,15358
569262,14815
563213,16115
539591,14062
549373,
563750,16122
560032,18283
561492,
573912,17888
580993,13323
568191,16655
566402,14997
552508,
551456,
C543606,14665
572561,13652
570795,17193
548451,17365
C562797,16672
579768,14911
573361,14456
544447,16466
549426,
571270,12940
C538898,15078
579432,15311
564228,13743
561815,14083
553747,13627
554603,14593
C551540,14735
537897,12683
544036,17315
538724,
563574,15827
C578007,16474
C553531,
571697,12759
548694,
558633,16745
561471,14911
C581568,15311
554508,13213
C549288,14527
575066,13668
574582,
542619,13869
566393,13269
547406,16948
568171,15312
540033,13680
575178,13798
561883,13388
549331,
575721,
C550814,16611
544969,15712
559821,16365
579527,18210
562851,13117
551733,13012
551347,15768
548732,16142
580915,17705
578689,15793
556475,18109
578295,12569
543594,18093
577181,
556263,13969
573261,17949
568528,13979
549789,17160
579441,12464
568103,12518
538864,17739
544886,12582
571046,18096
537020,
548711,18116
557514,14667
571115,
575086,16618
537006,
551599,15696
575054,16945
542646,17220
577088,15267
560440,
546318,16013
557262,16923
556503,13517
574906,
C550959,15594
542531,
C559334,16581
555650,14156
C548352,12921
C552012,13552
570413,17652
567676,15114
563687,
567958,12619
563555,16755
557975,15981
578928,15443
558201,15838
565319,
C562961,14305
561712,14499
570847,17737
537617,16086
536597,18011
536981,14723
580612,
564904,15984
539308,17412
C541689,13090
563547,
576234,
557958,16161
578849,13232
573772,17377
C539003,14527
553339,15125
543268,
539334,12748
575958,15021
550757,
576664,14646
543809,17095
544816,13090
580142,14895
538526,13225
537129,13506
580728,15145
551004,
555579,13983
C547581,12474
572566,13050
556521,14573
548768,17886
555156,15643
561467,14040
554640,14680
550524,16422
554975,17819
553057,16161
536859,12841
564019,13408
563333,15996
558309,
538007,14355
575164,18216
574269,15570
572461,17344
553003,13263
556578,12472
554631,15882
562420,
558755,14053
542355,14970
562461,16029
562348,17511
576948,14515
560688,16393
571840,13590
547793,14758
544824,17139
547925,12481
566987,12476
C549783,16558
546117,16771
575139,16863
544647,14060
559942,17396
555545,17735
575713,13817
546774,14505
554943,13798
581429,16322
556244,15867
579986,13777
540280,12386
554354,15987
567879,16161
561485,17841
544158,14944
562732,18248
544101,16378
566566,14096
567113,
580963,14868
578338,
C579496,18161
561870,14911
572893,18059
576176,16936
C553562,13534
568164,14561
570225,16595
562257,17848
572752,17449
571940,15301
551893,17675
558914,
543973,17571
C543772,13534
573183,15028
556829,12809
553657,14583
C560408,13564
542149,17811
561538,
564868,16842
577303,14390
C575608,16133
544813,15984
552307,12748
543171,
572992,12681
C554533,16923
567887,15237
570459,15801
571108,14555
566312,16150
549597,16133
539032,18050
C541885,16782
538198,17827
570722,14642
551965,
560263,16342
550478,15755
538656,17371
569918,15766
C538115,16817
571670,12611
577777,
541431,12346
578921,13596
578926,18156
547876,16638
544568,15065
561683,15518
563368,13995
577971,
540501,13162
C567155,17728
C579876,18059
558891,16861
567683,13704
540795,13078
546380,12748
556087,
575901,
578316,14189
558902,13001
538156,15555
572542,17272
571008,17063
546375,
545566,
548212,12456
552260,17002
559106,15889
579027,14102
577107,16558
547520,12564
C540346,12471
548309,16657
537441,13564
551727,14245
C558329,17900
560042,17068
574325,16839
574868,13824
549000,
C568237,13481
573509,16169
554832,16092
539992,
563951,16839
561033,14443
545856,16225
569671,16020
544398,15311
545589,17001
C577389,13381
562973,14911
572986,12681
560571,17735
545549,
569230,16533
573532,13145
577010,15506
C550009,16422
568881,13960
558760,16918
575179,14284
557782,14640
573911,17315
C565581,14565
541880,13819
569679,16160
C551140,17613
551280,16016
581004,16539
569240,18059
553220,13319
553927,17381
555725,15737
565087,13276
555634,13319
572615,
565431,14965
540466,15649
558372,16200
545859,15498
C559952,17696
544699,17949
568567,
557632,17420
C572485,14952
567300,12724
C564759,14911
566321,17961
565080,13509
572078,15807
553885,12601
C571264,17769
C581229,12558
578152,16954
543751,
578325,16343
553349,
541010,14114
567487,17340
542510,
C536391,17548
568955,13759
C560430,13154
581165,15701
541811,
567426,13767
539297,17691
C542721,14502
558623,12395
536786,15061
543040,17337
575326,12532
552333,15039
565186,17220
C564812,14527
550999,17670
569253,13635
544791,14289
576632,
568350,12612
536801,
572739,
C557300,12421
560976,18146
574576,14971
565460,16843
558437,17799
537681,13329
548705,17381
550957,18283
544395,13397
539118,15563
552309,13835
C579366,14205
560646,18102
580382,
573775,13881
561089,17579
C572119,15598
578441,17133
546837,13650
548173,
561800,13975
576867,13012
574919,16241
567911,14854
554082,14878
573327,15298
545032,14051
539009,13221
559529,14808
553375,14911
C543356,14443
579448,14390
581023,
536387,16029
570519,
C559949,
575576,16025
561633,17949
566287,17218
550011,
576175,15291
553997,12656
558616,16045
547019,17841
547850,14472
575046,15039
544586,17338
561644,16029
541584,
547794,14085
545832,
C559495,14267
548332,15364
C569387,14031
562435,12693
556952,
561090,
556477,12841
573267,
572085,14427
558725,
551419,12748
579009,16678
562840,14527
549261,14903
574047,13318
556036,15159
565849,14309
543186,17929
C541586,12383
580977,16569
563196,14406
538163,17841
544063,
546999,17133
544102,14665
570836,17410
581452,17675
544056,13004
551956,15021
561659,17450
543113,13047
542152,13534
538522,16210
571103,18160
574234,15271
543055,12502
C549913,14267
559310,15505
576057,15861
550821,12506
568049,17841
543036,17223
555107,12594
C552049,17548
572672,13340
544452,14162
553863,13418
581200,
561624,16969
558236,
C580641,15621
C568516,14456
538048,15945
545312,15456
541610,16029
572914,12948
C569636,12841
559657,16701
576573,16600
C565402,16401
541871,
567189,17069
570862,17528
575623,14064
581163,12747
537262,15039
561074,13037
C567767,17460
542602,15579
554158,15563
576879,18006
C569954,14792
566918,12722
563215,15683
539980,
545593,17581
569535,15044
571227,12477
581361,17522
577123,
581133,14904
565937,13468
C557047,13488
C577042,13894
560040,
540827,17569
573510,14808
542741,17375
537403,17191
562542,17377
566221,
C574061,12474
576922,17613
554350,13523
553413,
536831,16029
550940,18008
570417,
561802,12748
575324,14240
560640,13854
549531,
574516,
561029,12490
552174,15144
566190,12748
578445,15005
540238,
C571009,12612
538449,17085
562528,12610
543456,15753
565207,16764
579403,14503
562523,16174
538592,15854
540464,14298
549314,
C575158,15251
566309,14307
546678,12681
540704,17742
543246,17315
C562613,15228
560416,14798
C573754,13126
575948,14661
567287,18232
573373,14684
543852,14258
550890,14711
C540129,12578
575873,17677
541473,17491
569827,13591
574711,14517
552371,17629
541113,16775
547717,16833
539240,15194
C548723,15874
C559663,17706
556468,14878
563837,15078
567976,13127
547383,12613
C579884,14527
544319,14379
575632,12473
567171,17677
540245,13082
C569128,15034
C562799,16609
C554342,16912
561190,17631
C543787,15061
560119,12815
559034,13109
554553,
555243,13475
540176,17511
571438,15066
576387,15582
558449,
581338,14646
554956,
577493,17323
545079,18283
553917,17615
578793,16210
557788,14088
573175,15096
558535,16904
C580165,12359
536783,15061
572845,16013
562883,14056
558234,18073
C538075,13021
555004,13549
559107,15334
575199,12921
580777,14547
537155,12748
566286,14057
553067,16871
C545068,14157
536629,17850
566959,17530
575168,15290
550154,13069
553015,12748
572865,17841
576521,18259
553239,16226
559297,16743
C539110,16470
563349,14623
574194,15227
566311,15980
C577819,17313
559886,13669
578679,15117
545184,13292
577180,12380
562103,13089
572994,17684
560792,15189
C545330,12352
565304,
577402,15465
565332,13695
C567536,14284
C569922,16842
571204,17677
567134,12600
540524,16735
C555421,12779
578070,14329
545276,12933
557117,14849
574198,
556629,14841
561245,
580071,15500
559707,12358
C542704,15189
554938,12876
C541261,14404
543978,12867
568952,14305
C572916,16325
546223,14854
552322,17049
571442,17049
578431,
563370,16153
568091,
557110,17865
C545478,16422
558709,17338
561533,16672
540401,16013
537849,13777
559129,17705
552551,15433
545503,15719
538890,12867
C545997,12679
C566626,15380
572193,15061
537831,17894
557306,18062
536595,13576
569336,15088
553679,14565
C560474,12705
577769,16379
559174,18263
551995,
566238,17377
C543767,13767
570180,17509
C552744,16297
556949,
570475,
576881,14673
548257,13802
578685,16779
558432,17730
547815,13520
555352,15838
581098,14911
575928,
541675,12402
555947,14911
C551948,17511
568676,18242
558809,
C560874,17677
561704,14606
555590,17690
C545773,17139
549555,13606
542613,17431
555119,15163
C563591,16145
573133,15288
571551,15637
568704,13321
C561198,16161
575627,17977
549851,16062
563088,
549736,13599
549935,
C543661,12471
579188,12748
563194,17858
538342,15514
C552258,16923
570181,16354
C538997,14426
538162,
568312,18241
557473,17428
553901,14911
575895,17052
563181,16612
560205,17068
565473,16717
571242,17809
C572114,17169
579867,16265
538263,18065
537667,17870
537440,17869
566866,13694
549585,14616
555946,17238
564471,12583
C538802,17017
560215,
550163,14154
569878,
573375,15521
C564964,17315
C545443,17442
552813,15079
578008,14657
552052,
572887,12362
C573756,17865
552554,12843
559147,
559929,14265
551826,17955
550277,12639
572311,14035
553902,15809
C550770,17856
566186,16603
C567330,13552
577043,14282
577805,13881
557749,13477
542623,17239
568384,12748
565368,
577492,16900
574934,16717
539989,
537421,17218
570112,
546569,14016
537192,16402
570337,16688
C560148,15769
563835,13242
546239,14064
C551388,17874
540551,
553497,14410
562916,
575504,14895
559547,17758
573583,14167
543669,16029
561470,12523
579672,14005
545045,15708
555571,15462
558198,14104
574537,13938
573891,12682
539647,15460
561043,15708
560388,
C543818,16897
551058,14606
C567963,14141
565114,13588
574950,
564160,15569
577429,14881
558608,12524
C548462,14527
576411,
574292,16914
543831,15769
C579894,13098
555496,15405
577438,18118
540642,12681
578089,12483
552291,15421
538884,
C566466,13850
564166,15089
548676,
552037,13450
555289,15078
545415,15641
554324,12712
547708,17450
541134,15615
545181,12509
543985,
573778,18092
542121,17515
554638,14810
543807,14692
556417,14543
573776,13468
557100,16027
571304,12526
568531,16713
C536854,15240
548486,12909
561651,
C541964,15291
575787,12518
537804,12748
C560301,14159
552009,
C562117,16628
543753,
563440,13189
549015,15244
542582,
C579892,13310
551247,15640
555115,
575609,17243
556319,
566178,16353
560726,17962
577844,
553178,17302
550483,16033
564661,12948
562564,15058
C542346,12709
544393,16393
541410,13089
543544,
C552024,14961
545338,17449
568328,18016
544292,16745
537420,17519
543782,
576626,12890
C562938,14156
580555,14911
543735,16191
557332,14291
558528,17949
556120,16722
562094,15024
570634,15024
550929,
566605,13263
580094,15904
545573,15393
551980,17849
539735,
549933,15230
574874,14911
580652,17511
558065,16419
559938,17315
C561604,18223
556928,14156
C556638,14231
564307,17865
578550,12720
577852,16532
571714,
C579904,17049
538812,18044
538370,16923
577843,16353
553213,13408
561394,17315
563695,13617
536833,18239
565679,15199
550820,13148
558769,17899
553229,15039
574293,17450
554820,15622
546766,12971
561818,16775
565678,15521
C540790,16145
C556896,12843
540826,13102
564657,14135
C549452,17940
C569495,
537265,15919
579147,13263
569903,13892
570268,13098
575187,16759
574777,17761
542625,
557041,13575
562024,
573083,13735
541274,15696
577519,15044
578690,17302
569662,15244
542516,
571246,17750
C579934,14860
C564971,13466
563900,14566
568574,13862
558642,17667
548659,13418
563252,17655
550351,15491
539011,14201
574816,
572919,
547094,13934
572680,
561536,
577938,15525
543470,16951
559466,15679
570026,12781
C556637,15382
543379,18102
561602,16951
537057,15351
550318,16085
C545866,17841
566314,15358
562462,16029
574468,18172
559162,
570111,15005
C557941,12901
553225,16912
C554523,12863
C553407,15768
567310,15504
537833,13270
557498,12971
558182,17386
580057,12955
544663,18188
562436,17961
C555197,17739
542136,
559951,14847
580654,15854
575658,13319
568086,14944
556443,12712
572859,16418
576180,13694
543275,13584
C558097,15532
C557463,14584
C571896,16533
568655,17611
568721,
542365,
555591,15073
576056,17720
536837,14395
554858,17042
580885,16353
C539068,13266
544065,14346
544071,16317
C560910,14733
577011,15657
573980,
552990,17667
551350,16672
575851,14662
577387,17961
543518,12753
C560647,18102
548398,
581198,
575496,14944
541412,
539036,14913
570866,17096
578055,13986
552013,12451
564925,
C557060,17725
562552,12748
536524,17572
536613,17855
566038,14511
555325,
573982,12901
580022,14289
549107,17440
551809,17511
550775,15805
580763,16013
577782,16549
560111,
561605,13925
559135,12455
549275,15916
576832,13102
551536,
547521,16713
570481,17552
562128,16150
C566423,16984
557065,17157
548530,17400
556804,15125
564554,17189
564975,17097
C575592,12619
567888,17079
569649,16029
549181,
C565294,12423
559328,13743
549506,
579738,
C550029,13539
572694,
C570483,13078
C579919,17540
572658,17690
547658,13736
556779,16774
559373,
558295,14481
555834,12891
547999,
576095,14904
540515,15059
C581409,12476
559050,13694
569235,17841
550829,17841
551191,16698
575671,12670
551656,14911
579159,13196
538942,17346
C577327,17779
C537814,12712
579307,17655
537245,14748
577792,17100
553741,12520
577109,16042
553839,12897
572329,14019
561001,16711
568054,16978
548367,17677
543550,12601
577730,17253
550987,
C540164,14911
544058,14176
558390,13461
546252,14930
540043,15164
558451,
559774,18122
C537314,13497
540412,13842
581566,18102
548405,17088
574699,13040
577834,17528
578127,13408
576086,15365
580816,15157
579160,13196
C560386,
544186,
569637,15757
C557465,14796
578252,16079
560145,13381
C564946,13534
570420,17841
575593,14226
544771,
556059,13630
550138,12841
548531,14031
577529,17523
C553904,13081
541043,15510
C542912,13141
549468,17940
536546,
C551683,13209
549974,17746
545304,16212
551054,12429
542098,16531
546665,15867
577411,17387
545705,15554
572065,12556
571847,15220
560410,17213
C554493,16818
547548,15644
542081,15213
554495,17961
541997,18077
550626,13184
561253,
539630,17230
565618,15974
548673,13767
536845,17961
560359,14159
561508,16696
C546211,15358
C578276,17511
C564427,17841
C558048,
C579882,13050
577742,13755
547098,16384
579155,18101
546898,17961
544817,12437
568378,13035
578474,
572048,14477
559307,15356
572667,15963
578151,16020
568159,17719
567865,17311
C540376,13488
554710,15769
C565140,17841
566455,14500
544180,14309
579910,14911
580669,15159
551394,
543554,14733
560199,17948
568943,17306
549374,
C541499,13693
560727,13571
562123,17353
572537,
557294,13629
577838,16352
581142,14204
538868,17017
C570194,16918
574740,12357
571352,18042
549849,
545064,13636
550285,15249
547397,
547009,
560928,14852
550661,12656
554706,12910
560115,17841
576367,
C570828,14911
578708,15737
578935,15351
545477,14573
552879,12976
567629,
537158,16393
569381,
C570199,13090
553724,17047
544304,18125
565233,
544409,16265
C550780,17211
561243,
564300,16723
558383,18075
555503,
C543761,12943
545694,16422
546555,17675
561505,
573341,16949
566328,13743
555098,16333
577725,14607
557464,15301
565209,15910
579505,13078
573564,16127
C551892,16265
569836,12910
552969,14021
568907,15370
580146,
557292,17562
C538098,14441
537025,
C558753,15033
574286,17644
C537417,13481
577831,16748
562653,
564962,17777
569302,16205
543386,
574964,13329
549881,14032
539212,17146
C569974,14092
544407,14606
562101,13850
543770,13875
550449,15199
C566313,13577
556291,
543354,13458
544634,17994
542002,14298
572195,14562
C574658,15426
C558327,17900
C581178,15525
551577,
546123,16419
537649,13807
543387,14646
563443,12641
569657,
539646,17230
C537398,15426
555400,14088
569484,14057
572342,14607
539374,14769
538649,
562544,
547332,
565320,16745
566869,13658
C563856,13090
558680,
560651,15802
560051,15306
559684,14367
C551333,12681
578937,16592
C580762,14543
561327,
547428,14870
561391,16628
579289,
554963,14625
C543026,16717
550274,15498
C556640,13148
564329,12569
543047,16210
538968,15384
555586,14232
569643,15730
558911,14189
568938,17220
C575082,12613
543612,16711
568160,17498
570701,16652
559331,16156
549008,
C555475,18232
572735,15630
566289,15601
570821,17173
575017,17219
550963,
558472,16553
552725,13418
538534,15881
555933,12567
568175,14820
576093,17744
566427,17433
577148,13941
545819,16356
538185,16265
575950,16983
566450,15673
546190,13102
C566940,14105
540060,14732
547530,
575756,18118
572513,16728
579067,14470
544112,15039
555810,17091
572760,16225
C548972,15674
570018,13629
557270,14162
545653,15311
579282,16818
563250,15624
572930,17613
570219,16809
538801,16083
557275,15544
537221,17965
571911,17562
580143,13297
536552,
546006,17639
542789,17511
539422,13033
575586,12981
578940,
539572,14113
556198,14963
C574558,15187
571101,16570
554630,13268
552311,15312
571793,16621
C562154,13520
C542539,14229
577072,15089
C571838,17841
537761,13126
561670,17373
537817,18269
563937,18204
538296,13148
567516,13138
C562126,15764
537642,
548455,14790
554325,12621
579557,
574351,17348
552341,17949
549429,17001
574175,14110
C553414,12600
543536,
539048,17752
540538,17841
561879,13722
547389,16721
556641,13663
553474,18102
576328,13577
555738,16825
537894,12621
546855,18168
549451,16556
C547913,
573265,16150
552108,17841
578816,14111
546406,
539459,12839
C560219,12451
552451,14543
571735,14229
556018,15382
569027,13089
551663,
538507,15547
575563,17521
549412,14258
538015,13240
572124,14156
577746,15274
544717,18172
573342,14582
547525,
C546529,15502
555702,14201
574241,14849
544400,14101
551468,
541240,16206
541285,13001
572327,15277
562999,15117
566554,13136
C554691,12921
575916,12691
559654,13098
568384,12748
551657,14911
548897,
579516,17841
573168,13798
544694,17706
575389,12971
578671,16989
568662,16764
C558905,13826
568717,18102
549293,17883
573511,12347
543821,17667
566061,13267
541919,14334
566250,15587
560235,14060
540100,
C575065,13924
552839,14367
547221,13262
558054,12971
539250,15157
568243,14217
580889,14071
C575879,13588
548703,16010
554085,16945
C575963,16794
551822,13524
539478,17343
537464,14907
C562206,15625
541434,14911
579463,
567747,18102
538353,13798
561236,15159
C580702,17404
550071,16735
563568,
C563068,13722
574255,12569
551869,16767
C544780,16701
C577781,15406
556118,13811
544919,13725
546148,
C547791,17979
577026,17237
554106,12710
569211,15774
538187,16499
546786,16523
564950,17320
569244,13344
554990,16567
559931,17738
557416,17809
571303,13875
551151,18144
580538,14075
566094,17965
554355,16992
C557148,13735
575615,
C567357,16211
546083,12971
577258,16764
552945,15953
571313,14156
561110,
558100,17768
541732,16387
577499,15906
C544830,13118
553195,12599
564489,15950
563855,14709
580808,16133
542581,
542554,
571864,12731
545916,12528
552815,17677
542226,17075
568458,13384
552283,13468
574560,17703
563195,
567537,16656
578634,16566
558264,16473
574898,16242
560089,12748
548353,15980
539088,13093
556471,16466
552036,12748
572476,
578630,12748
579501,14088
544929,15189
578785,13525
555896,15640
C554688,14442
553828,17865
552846,14646
537023,16725
558381,15299
543054,13394
C573099,12921
571057,15367
558388,
538869,15107
C579923,17071
561081,13230
543173,13871
548663,
540839,16791
560592,13225
571686,
550180,14163
567846,13486
C536737,15922
540842,15602
548493,16839
568876,13881
537915,12797
555010,17450
564181,13862
C579932,14950
567664,14780
567658,14428
566573,
572862,16750
568342,14473
553860,17841
C560572,17065
568729,16909
553357,12684
544412,16531
566123,15039
563738,15024
576412,13455
544467,14502
557510,17588
537875,
565594,13510
569947,
569028,14911
568099,15916
544888,14231
C550165,15358
556596,17349
541114,14299
576064,12508
536785,15061
536819,13402
551857,13037
564861,17315
581435,
566285,13611
552541,
581570,12662
551422,
579016,12906
543460,
561995,16133
555851,13050
577964,
561928,12749
569483,14057
580755,14737
580047,12989
559991,14527
575582,16986
567096,15099
542601,16897
536947,13013
570049,17228
564203,18061
571215,13810
549292,17869
539311,14643
538658,17969
567363,
553346,17054
542392,
556946,
548144,13798
575074,15356
560503,17682
561067,14397
566576,13098
C545769,14903
561544,16170
566256,12680
C559666,14389
578834,18109
581238,
561866,14341
554857,
554498,15314
562129,13186
547222,18008
569394,
557113,16266
C571466,16463
561592,14560
C572226,15321
580176,14292
551979,14199
C579933,14853
553088,16180
C555908,15687
C563258,15311
541425,15513
571700,
553207,17001
540146,15002
537389,17757
547194,12637
557027,12816
C562115,17696
552829,12748
C561328,12471
576088,17450
545215,
562105,15271
564926,
545719,13344
570090,13806
C545446,12753
546634,14527
554322,17512
561528,13098
574321,16016
546749,14543
538906,
538311,12785
540178,12681
580351,12962
567522,17873
C559880,15493
542220,15373
C548357,15785
C561628,16422
562271,16098
C556639,13856
572289,13782
548323,15424
578853,17864
573130,13969
549927,16684
579162,16393
536394,13408
579686,16712
550532,14606
570130,12885
543674,16013
563098,14911
554143,
559142,17719
557939,12697
571418,16412
549717,14606
544434,
555283,17162
556887,14606
552861,12748
538688,14829
563110,14849
566009,16076
572460,17001
576245,12553
551960,18239
569036,18217
548989,
570794,14761
C552944,17811
579091,14893
C549960,16652
539407,12726
576669,12640
544207,
548621,16960
557016,16942
565047,
564060,17073
549984,15147
538133,
560240,15716
567373,16700
540975,14040
536628,17850
547081,14205
556284,17115
574709,17768
559914,
570294,
547598,
C570122,15874
538857,15311
554157,18283
577551,12395
555113,18190
544697,13453
548178,14367
572510,
543007,13894
569722,12431
548388,13268
C578076,18139
554089,13527
572671,13340
551812,15527
559902,14502
546872,14462
575642,14466
541794,17238
539583,
C554521,14407
C546897,18183
553049,14291
563614,12415
538665,17576
553638,14180
577824,15845
556237,
578994,14911
549185,18272
566310,15980
573430,13813
566322,16209
541809,
538248,18116
573921,16352
C556493,17802
C568559,14397
C546313,13094
547491,17096
C560932,15005
546784,18189
C554856,17166
545822,13884
572912,16915
549558,15058
567861,
C542738,13089
562445,12417
555260,13263
572057,16593
559378,
538967,13495
567339,14146
565133,13458
563209,13527
562888,14388
549837,16705
555878,
563749,12360
545865,15769
C580701,14793
C578832,13069
C538341,15514
556255,18102
568792,18192
549448,13078
566790,17679
565415,14067
543447,16265
538744,15356
552026,17940
544157,12372
573598,
544097,12455
547508,12683
558124,12493
C549919,15201
550012,
551563,16210
552231,17364
576611,17357
555575,14466
556238,13397
552246,12748
C565089,12645
C567544,15622
536420,16583
577156,13471
547569,17491
549843,13157
537368,14911
568680,18265
536514,17951
C561211,15544
542214,17118
576557,14714
553930,13178
569359,18257
560546,17867
580985,17389
577857,13499
573747,13697
539264,15224
548520,13126
545576,15611
C549905,17576
566760,15272
561715,13102
577443,12971
557735,16214
C571186,14390
579150,13408
565241,17949
557017,13199
578931,16942
572904,17175
C563838,18241
559205,18073
572457,12594
541860,13963
C538700,16499
557222,14936
570485,14911
546759,12712
566053,14410
555110,17841
550196,14796
546638,15106
570348,16982
556806,15125
569725,15061
565383,14096
C576072,18069
579612,15024
538709,16442
543325,17692
C543791,15270
576605,14562
555540,13668
C569964,16523
561660,
579694,
578514,14785
578017,13569
577344,12437
560216,
565120,15206
560603,18180
537160,14161
538367,14800
579361,
538753,14901
C540388,13115
565413,18223
560112,
571662,14861
543691,17924
544431,
572657,15615
539196,18055
576995,16298
C538971,12865
541241,13782
577716,15857
565732,17068
C554848,13659
580380,
551876,14867
563467,
580643,14547
C575679,16863
537468,12567
572183,16153
C545846,13081
C556011,14475
C568388,14808
C577722,14607
549691,13549
573491,
565924,13026
541508,
538811,13178
562547,
569379,
538799,15039
551192,16188
537054,16931
567176,15533
540974,12971
575639,15289
545904,13468
569020,15321
544323,
C546740,16983
C552568,12901
561208,15372
C563610,14937
543466,16713
562044,16607
567874,13055
570837,
549845,16729
573933,17135
569848,16316
575628,12844
557015,14735
538310,15529
570416,15608
565453,15136
546690,16985
578425,12705
557308,16744
577789,
563712,12680
554279,17723
541842,16085
547834,17937
561872,13018
561860,17997
566923,15511
577605,13199
C566090,12477
560093,14461
555150,
574237,15551
C559474,13078
551142,17613
542615,13148
556397,16029
573379,15680
C556270,14232
573410,15669
546364,
577557,15426
574471,17677
575490,15031
577555,13200
569258,17330
578154,15117
553187,16809
561616,15023
552057,17504
566085,17841
C546325,14911
565684,16455
569467,14291
553521,
575754,17295
568320,17674
541316,13209
554514,
568578,15301
542532,
541569,13520
559463,17965
554314,
537038,15465
547087,12726
560929,16866
C558897,12619
574501,12577
548529,18223
553341,16293
555918,16098
569555,17728
562568,12720
C547230,18189
548176,13439
C563918,14572
578808,16327
559134,12700
C539569,17204
544832,
578034,14646
555842,17874
551843,16094
C557965,13115
549026,17409
572322,13138
553573,16446
572293,12748
C542866,15311
549102,13266
581219,
539242,
C548463,13225
572230,15740
566731,17883
552654,15756
561495,
541982,
557430,16013
578539,
568380,18008
577047,13014
565440,12709
556630,13999
580613,14759
538006,14987
581173,17870
553408,13976
553002,13263
577033,17797
574242,17653
566226,15605
553881,16966
560293,
552980,12590
569207,17811
542667,17068
565144,16456
571274,16934
C567902,15555
557757,14606
561903,17162
562207,12643
C563752,12362
563345,12619
572830,16208
540640,14527
557289,16880
C571907,14297
565933,15885
C566471,16670
576575,16295
540514,15708
C566222,13458
564272,16308
578035,16422
578782,15872
543453,
572547,
556341,16614
570116,12856
549005,
562344,17381
539005,16638
563903,17068
C552030,15189
569010,14156
561897,17841
555528,15694
538139,
C574712,14502
554976,15046
537211,16143
548693,
580197,
C545444,13767
C556293,13094
580218,
547663,16022
C559683,17337
580678,18015
575981,15500
562609,17331
554145,
562787,15581
548678,
576079,16877
578695,13199
C557651,17428
580276,16426
580158,12558
C552849,14367
565309,15311
557761,14214
558560,17841
557286,17879
567252,13695
576062,12867
575942,15599
573666,15977
561325,17596
546431,16954
580160,12700
564046,16013
572876,17109
C558106,13668
565226,16992
570125,17509
569737,16295
553663,14527
537771,15498
575182,14709
562520,12599
574643,17387
562017,14937
577613,14911
560107,12928
562132,13384
578174,13576
557330,14291
546155,15632
564221,
551162,12901
561333,
565616,15238
555938,14257
578324,17530
C550451,17204
552005,15491
570024,17975
C537835,14618
566446,
551442,
549140,
537815,17676
547033,15898
C568649,16626
548461,14527
551692,
C551949,14149
C541834,17048
C546203,16839
C553558,14112
562200,17719
C541822,15658
541865,13068
577836,
572133,12407
577554,15533
541481,14696
564360,12471
559465,14680
559933,16719
549348,
556825,
565598,14842
548801,15289
573281,12895
550645,16098
561522,17870
561205,17693
C537416,16138
C543663,18118
579522,14432
556539,13589
580961,14572
570494,14051
558086,16728
564820,
537385,14487
C539221,14911
537467,16059
556099,13162
C576240,14441
578251,15993
572351,15516
555741,16817
546852,13104
559822,16365
C546206,13014
580525,13630
555576,13410
546418,17315
C554150,14573
